Date,Close,High,Low,Open,Volume
2021-05-19,29.47270965576172,29.5310574348493,29.122626265659484,29.319547146209725,2454847
2021-05-20,29.669633865356445,29.75715718601989,29.403424761993584,29.57481912425346,2243275
2021-05-21,30.253108978271484,30.340629016076363,29.764449138715516,29.851969176520395,2647010
2021-05-24,30.34062957763672,30.44273902731871,30.048893923271734,30.304162620841097,1281834
2021-05-25,30.559431076049805,30.625073568415573,30.282281549716338,30.625073568415573,1259350
2021-05-26,30.479204177856445,30.68341978069446,30.420856393556505,30.52296255276374,1451649
2021-05-27,30.39168357849121,30.574021652402056,30.29687211549704,30.33333907339444,3345487
2021-05-28,30.566722869873047,30.82928624548153,30.552136745544445,30.690709853301286,2073586
2021-05-31,30.3552188873291,30.778236241641647,30.24581473288094,30.610487584052773,2850377
2021-06-01,30.457326889038086,30.603194724534173,30.019720098125894,30.304164347997624,1389710
2021-06-02,30.85116958618164,30.880341837214143,30.23122804971613,30.355218327663433,2139811
2021-06-03,31.303361892700195,31.36170967811626,31.048089920951973,31.113732411203895,1959039
2021-06-04,31.61697769165039,31.697206305440673,31.25959956635786,31.303361225593203,2736489
2021-06-07,31.75555419921875,31.864955074576315,31.522166322007383,31.551338574999846,1363008
2021-06-08,31.689912796020508,31.996234568950943,31.507578016368623,31.813899789299057,2418652
2021-06-09,31.09185218811035,31.71179372528226,31.08455748313208,31.50757811455105,2784424
2021-06-10,31.332534790039062,31.46381648882954,31.09914692798026,31.332534790039062,1775958
2021-06-11,31.296070098876953,31.653448265027208,31.150202263980663,31.653448265027208,1829420
2021-06-15,31.726383209228516,32.04729442704027,31.551339831033737,31.602396202438893,2741858
2021-06-16,31.87225341796875,32.134816862565735,31.646156935986667,31.74097169567026,3248619
2021-06-17,31.61697769165039,31.930594157707574,31.47110987343063,31.930594157707574,5358340
2021-06-18,31.121023178100586,31.784726349400422,31.033503144026145,31.711792440267796,6887599
2021-06-21,31.376298904418945,31.478405075670942,30.80741040370435,31.033506862878824,5305371
2021-06-22,31.61697769165039,31.9014186234095,31.485695998367902,31.50757682798557,2955581
2021-06-23,31.004329681396484,31.573214807263504,30.967859443833177,31.50757560538106,4235453
2021-06-24,32.50244140625,32.915717088278164,30.956962656303748,31.607009119644072,6467080
2021-06-25,31.667285919189453,32.71769725034786,31.520918850119287,32.70908877516536,4438600
2021-06-28,32.58854675292969,32.622987222107355,31.85670484723573,31.960022970344824,2388034
2021-06-29,32.71769714355469,32.71769714355469,32.34747030786055,32.41635124679152,2316564
2021-06-30,32.829620361328125,33.1654066593782,32.786571425448955,32.82100860349833,3054694
2021-07-01,32.295806884765625,33.0190402605341,32.22692923605722,33.0190402605341,2317200
2021-07-02,32.36468505859375,32.58854150334042,32.20970625668321,32.562712797829796,1587453
2021-07-05,32.373291015625,32.44217193752979,32.07194519334936,32.11499412732829,1454105
2021-07-06,32.00307083129883,32.4680072961875,31.94280165448998,32.37329765136679,1487146
2021-07-07,32.62297821044922,32.62297821044922,32.114992925886376,32.132213155718354,1791122
2021-07-08,33.19123840332031,33.251507575954605,32.73491372925392,32.82101160889618,2441327
2021-07-09,32.7779655456543,32.86406343285246,32.38191000946455,32.68325589908199,2290277
2021-07-12,32.72629928588867,33.148186744142194,32.57132377213095,33.148186744142194,1327559
2021-07-13,32.898494720458984,33.00181609757134,32.75212769618424,32.87266601839237,2465455
2021-07-14,33.165409088134766,33.251506966198185,32.907112169521,33.12236014910306,2213532
2021-07-15,33.00182342529297,33.36343847221033,32.88989355077983,33.130970248724736,2387558
2021-07-16,32.92433547973633,33.10514301122524,32.7435246638236,32.97599289763383,3076980
2021-07-19,33.00182342529297,33.130970248724736,32.674645560636534,32.752134968465064,1725304
2021-07-20,33.148189544677734,33.264422010921784,32.85975803430389,33.096528846111724,2171069
2021-07-21,33.5184211730957,33.660485651319114,33.19985503039623,33.363442339474545,1916424
2021-07-22,33.72504806518555,33.83697792159763,33.453836823857216,33.49258316371735,1372369
2021-07-23,34.02640151977539,34.02640151977539,33.51841614892147,33.6131257868741,1030973
2021-07-26,33.85420227050781,34.12111094998348,33.74227240047949,34.0436215452598,1144155
2021-07-27,33.828369140625,33.94029571159518,33.48397110145628,33.897246777804874,1606661
2021-07-28,33.57007598876953,34.20720816237469,33.4839748271854,34.07806134663372,2142395
2021-07-29,33.39787673950195,33.60451295715438,33.33760756898471,33.40648521339436,1422893
2021-07-30,33.372047424316406,33.492589059437826,33.19985165727611,33.45814859226027,1952517
2021-08-02,33.80253982543945,33.94029839511432,33.58729185504601,33.66478125576459,1304171
2021-08-03,33.733665466308594,33.8972527573381,33.552857941840664,33.61312711666331,1538833
2021-08-04,33.98335266113281,34.00918136811838,33.78532491058852,33.811153617574085,1431346
2021-08-05,34.25886917114258,34.344967049086875,33.90586261649335,34.08667013083048,1495866
2021-08-06,34.482723236083984,34.56021263463612,34.25025504042756,34.388013606251,1243681
2021-08-09,34.45689392089844,34.7238025743877,34.37940452371918,34.43967368992269,994795
2021-08-10,34.52577590942383,34.69366907705704,34.41384932061745,34.52577590942383,898804
2021-08-11,34.62909698486328,34.732415098344056,34.499946879694605,34.560216052927025,1115502
2021-08-12,34.98210144042969,35.102639779625626,34.71519277190767,34.939052502777336,1263468
2021-08-13,35.11125183105469,35.257622175295204,34.87878360273652,35.214573233256374,1415717
2021-08-16,35.31789016723633,35.53313815463946,34.89600266677979,34.89600266677979,1373444
2021-08-17,35.464256286621094,35.93780447395497,35.266228537564906,35.584797915302886,2123933
2021-08-18,35.73116683959961,35.88614565732045,35.50731037201603,35.52452732116392,1880966
2021-08-19,35.73116683959961,35.85170519017721,35.33511132072357,35.63645719716757,1915752
2021-08-20,36.153053283691406,36.72991631140301,35.903364830910135,35.946413771356376,3315483
2021-08-23,36.023902893066406,36.5663287347859,35.73116550215374,36.45439886297187,1462683
2021-08-24,35.62784957885742,36.08417428398936,35.5589686429155,36.023905107252084,1634732
2021-08-25,35.14569091796875,35.62784758936676,34.82712481808587,35.59340712331898,2005353
2021-08-26,35.29206466674805,35.7139489211175,34.91322607246241,35.7139489211175,2673333
2021-08-27,35.266231536865234,35.36955294166541,34.870176005069375,35.343720948253456,3318277
2021-08-30,35.679500579833984,35.774210207509775,34.98640188757742,35.576182478925496,3281543
2021-08-31,35.94641876220703,36.084177361415776,35.438433311795286,35.472873782703495,4164445
2021-09-01,35.38676834106445,36.0841730130048,35.085422467992274,36.0841730130048,3767370
2021-09-02,35.31696319580078,35.69221163894408,34.95043998969621,35.430407922166864,2839269
2021-09-03,35.53512954711914,35.744568518740444,35.4391352980542,35.5613085863287,1470095
2021-09-06,35.54384994506836,35.63111894550715,34.967887858060294,35.42167667342604,1424190
2021-09-07,35.37804412841797,35.68347731003372,35.212234690707696,35.5874830732482,1177471
2021-09-08,34.906795501708984,35.098783942239244,34.6973532639513,35.03769731642897,1931740
