Date,Close,High,Low,Open,Volume
2021-05-19,20.419816970825195,20.502217870009133,20.270709512656108,20.404121133788994,7105147
2021-05-20,20.749422073364258,20.75726999188575,20.41196906112718,20.46690299394021,6808197
2021-05-21,20.772964477539062,20.84359424788961,20.66309661114373,20.749422218647158,4111990
2021-05-24,20.91422462463379,20.992702315836183,20.788660917444943,20.8357469334314,4033425
2021-05-25,21.094724655151367,21.094724655151367,20.890684730494318,20.93777075181228,4060782
2021-05-26,21.04763412475586,21.15750198323977,20.945614184283272,20.953462102294598,3980018
2021-05-27,20.96131134033203,21.11434351686194,20.945616999037625,20.977007178463946,10373746
2021-05-28,21.2595272064209,21.29876530662768,21.00055185327844,21.055485792302964,5958464
2021-05-31,21.149658203125,21.353698109549615,21.07902842904052,21.306612092439124,4844221
2021-06-01,20.977008819580078,21.055486519541773,20.843597178696488,21.031942760501977,3626102
2021-06-02,21.094724655151367,21.10257257484397,20.945618671504878,21.031942794448206,3862591
2021-06-03,21.283069610595703,21.373318432799636,21.14965798280783,21.14965798280783,5054321
2021-06-04,21.589130401611328,21.628368498299817,21.35369733096807,21.37724108708363,5684957
2021-06-07,20.906375885009766,21.377240516899718,20.835746115384403,21.345850339753667,11450247
2021-06-08,21.00839614868164,21.086873832395163,20.867136617364757,20.87498453541984,5908234
2021-06-09,20.843595504760742,21.071180666688672,20.820053244449237,20.929921117469615,5544022
2021-06-10,20.890684127807617,20.961312409328155,20.788662671584735,20.90637846990241,4341415
2021-06-11,20.76511573791504,20.79650741097958,20.631705617902806,20.71802972515558,3954712
2021-06-15,20.929922103881836,21.03194206266067,20.796510467424852,20.812206306263928,4585455
2021-06-16,21.079029083251953,21.165353201160766,21.000551387740497,21.079029083251953,5997252
2021-06-17,21.196744918823242,21.290916956147875,21.063333285248724,21.188896999573267,8809400
2021-06-18,21.086877822875977,21.18104986368347,21.008400124311333,21.016248043851558,9945270
2021-06-21,20.733728408813477,20.733728408813477,20.498296815849713,20.608164692987796,6012455
2021-06-22,20.977008819580078,21.133964219503465,20.859293018056352,21.086878198261502,5285365
2021-06-23,20.694490432739258,20.906378268939264,20.639554997003994,20.82005414931614,4765276
2021-06-24,20.47475242614746,20.6238598954044,20.411970570171516,20.608164057201034,5676096
2021-06-25,20.545379638671875,20.74157310123087,20.521835884303357,20.74157310123087,4245078
2021-06-28,20.498294830322266,20.513989170652103,20.357035289491815,20.49044691173864,3667087
2021-06-29,20.490447998046875,20.537534015207502,20.24716699956906,20.372730709889066,4326329
2021-06-30,20.576772689819336,20.733728080535137,20.553230428998244,20.61601228591706,4726109
2021-07-01,20.435514450073242,20.67879395633482,20.404122773478186,20.67879395633482,3505174
2021-07-02,20.58462142944336,20.60816518804033,20.411971690245018,20.56892559037871,5063994
2021-07-05,20.521835327148438,20.608160927318654,20.451205562797767,20.451205562797767,3006532
2021-07-06,20.48259925842285,20.73372666900157,20.48259925842285,20.60816296371221,3839680
2021-07-07,20.64739990234375,20.663095738834016,20.411968342339144,20.419816260584277,3998125
2021-07-08,20.568923950195312,20.718031415744324,20.4825998358985,20.64740164242308,3175860
2021-07-09,20.466903686523438,20.466903686523438,20.270710207359357,20.419817670638547,6245497
2021-07-12,20.576772689819336,20.69841319246596,20.5453825097787,20.655250385177236,3497115
2021-07-13,20.592466354370117,20.812203578807694,20.592466354370117,20.718030054952337,5422718
2021-07-14,20.608165740966797,20.73372946317772,20.506144281146895,20.623861580452573,4905036
2021-07-15,20.419816970825195,20.608162524747375,20.380577378234694,20.568922932156873,4696757
2021-07-16,20.372730255126953,20.404121930424974,20.262862385258806,20.396274011600468,4660278
2021-07-19,20.129451751708984,20.19223360856399,19.917562423509274,20.03527971484525,4326536
2021-07-20,19.988189697265625,20.066667382719185,19.682128370517827,19.839083741424947,5400548
2021-07-21,20.20008087158203,20.35703625703966,20.11375525989659,20.11375525989659,4803284
2021-07-22,20.435514450073242,20.451208791533244,20.262863222475488,20.37273109688313,4203243
2021-07-23,20.435514450073242,20.435514450073242,20.121603671472787,20.207929285271664,3779504
2021-07-26,20.357038497924805,20.44728733060433,20.26286495691619,20.364886417745325,3722379
2021-07-27,20.388429641723633,20.482603187172714,20.27856175273114,20.482603187172714,4151261
2021-07-28,20.3334903717041,20.443358231921216,20.207926675216733,20.404120138082913,4233212
2021-07-29,20.2236270904541,20.302104792736703,20.145149388171497,20.24716935335251,4784046
2021-07-30,20.34918785095215,20.4825994763462,20.231472063095623,20.325644094645863,5371194
2021-08-02,20.835744857788086,20.929918377216946,20.427663598495858,20.443357937702906,6687471
2021-08-03,20.67094612121582,20.77296607688942,20.58462050706602,20.686641959577152,3646021
2021-08-04,20.655248641967773,20.76511650809396,20.529684938727158,20.63955280485334,3913715
2021-08-05,20.82790184020996,20.835748262677058,20.639554770573366,20.67879436709664,4161665
2021-08-06,20.94561767578125,21.000551614180335,20.804358121705,20.83574830214552,3659892
2021-08-09,21.126115798950195,21.298765537302515,21.07118185933071,21.188897658063546,5923895
2021-08-10,21.165355682373047,21.29876733133109,21.039791953569914,21.267377147549166,3512532
2021-08-11,21.361547470092773,21.534198705878165,21.212441489707786,21.228135831912063,6087029
2021-08-12,21.400785446166992,21.6205211887535,21.31445983481516,21.581283090959477,5597020
2021-08-13,21.738237380981445,21.738237380981445,21.47926205680652,21.53419598968644,7954198
2021-08-16,21.75393295288086,21.81671480784644,21.502805533018524,21.58128322593488,5882381
2021-08-17,21.54204559326172,21.76962926111432,21.400786042328196,21.75393342282448,4953098
2021-08-18,21.68330192565918,21.801019206648473,21.50280429017046,21.573434060029072,5206154
2021-08-19,21.589130401611328,21.628368498299817,21.35369733096807,21.518500630102096,6603339
2021-08-20,21.51065444946289,21.7303917004506,21.487110691444993,21.659761923234463,5696222
2021-08-23,21.49495506286621,21.596976500600075,21.424325297308094,21.549888992336452,3749665
2021-08-24,21.502803802490234,21.542043394209184,21.43217403423349,21.510651720834023,3468022
2021-08-25,21.7225399017334,21.7225399017334,21.526346443801323,21.581280372528337,5292358
2021-08-26,21.604827880859375,21.706847838104817,21.510654346077956,21.659761819132886,3888823
2021-08-27,21.691150665283203,21.73039025937749,21.50280510414302,21.526348860599594,3557637
2021-08-30,21.612674713134766,21.738238421969626,21.471415166486175,21.738238421969626,3533723
2021-08-31,21.76177978515625,21.77747562232323,21.534196133584725,21.573434229664755,7925320
2021-09-01,22.240495681762695,22.240495681762695,21.675458930410723,21.77747889364627,8519345
2021-09-02,22.35820960998535,22.35820960998535,22.04430032999721,22.28757983488333,5917605
2021-09-03,22.523014068603516,22.585795927809784,22.240494953756507,22.366058672169046,6780611
2021-09-06,22.648576736450195,22.648576736450195,22.27188410184807,22.373905553849433,4803166
2021-09-07,22.499467849731445,22.664269650812443,22.342512470460317,22.601487798471478,3677009
2021-09-08,22.640727996826172,22.640727996826172,22.31897080787445,22.3268187267315,5225645
2021-09-09,22.287578582763672,22.5544018299728,22.09923302535207,22.50731581482926,6209123
2021-09-10,22.326818466186523,22.546554204269828,22.185558922082993,22.483772350983536,4490010
